batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,11.846589,1.133239,10.078060,0.099537,1.043949,3.972721,0.056920,8,0,6,6,0,6,0,0.023581,0.535185,1.000000,49.979224,44.491818,0.000000,0.000000,0.000000
