batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,12.483824,1.085866,10.093672,0.115139,1.037211,5.029111,0.066630,8,0,7,7,0,7,0,0.022058,0.377661,1.000000,54.949479,44.554226,0.000000,0.000000,0.000000
