batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,11.125053,1.598792,0.125053,0.046836,1.449093,0.113345,0.035127,8,0,2,2,0,2,0,0.009407,0.200191,1.000000,0.625742,88.281016,0.000000,0.000000,0.000000
