batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,11.550337,1.264594,10.093672,0.115149,1.068236,4.762397,0.066631,8,0,7,7,0,7,0,0.030064,0.384828,1.000000,47.481438,44.554266,0.000000,0.000000,0.000000
