batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,18.187382,1.000783,1.204333,0.000091,1.000271,0.441772,0.000065,64,0,40,40,0,40,0,0.124097,56.235134,1.000000,182.931108,554.937030,0.000000,0.000000,0.000000
