batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,11306.612923,1.001153,593.591800,0.002400,1.000082,151.491174,0.001802,512,0,800,800,0,0,800,0,1.511842,3.279590,1.000000,256361.954000,289914.044369,0.000000,0.000000,0.000000,0.000000
