batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,27.876024,1.150387,6.173273,0.023409,1.050682,1.340939,0.016006,64,0,20,20,0,20,0,0.076501,4.285158,1.000000,371.760813,523.338515,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,27.876024,1.150387,6.173276,0.023409,1.051871,1.310978,0.016006,64,0,20,20,0,20,0,0.075262,4.921947,1.000000,362.173432,605.652675,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,23.981954,1.199724,3.849058,0.023411,1.067437,0.862289,0.016006,64,0,20,20,0,20,0,0.082586,4.342957,1.000000,231.342684,599.872197,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,23.981954,1.199724,3.849057,0.023411,1.067037,0.859855,0.016006,64,0,20,20,0,20,0,0.068293,3.846666,1.000000,230.564056,676.032823,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.994199,1.000889,1.012176,0.000082,1.000283,0.396156,0.000065,64,0,20,20,0,20,0,0.073774,32.412190,1.000000,106.894737,614.112299,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.994199,1.000889,1.012176,0.000082,1.000283,0.396156,0.000065,64,0,20,20,0,20,0,0.067177,31.878551,1.000000,106.894737,614.112299,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.923687,1.000877,1.030341,0.000091,1.000358,0.352304,0.000066,64,0,20,20,0,20,0,0.073314,38.224078,1.000000,93.480181,605.212333,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.923687,1.000877,1.030341,0.000091,1.000358,0.352304,0.000066,64,0,20,20,0,20,0,0.071230,37.791435,1.000000,93.480181,605.212333,0.000000,0.000000,0.000000
