batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,35.110317,19.126869,15.997793,9.564216,2.587112,4.382417,2.198031,64,0,60,60,0,60,0,0.274741,22.112814,1.000000,1787.804065,327.638441,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,34.985788,23.808026,15.873264,10.121250,3.759157,4.875585,2.798050,64,0,60,60,0,60,0,0.300738,24.130661,1.000000,1685.462212,419.833623,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,27.347761,6.004650,8.235237,4.883899,1.488211,2.167915,0.619150,64,0,60,60,0,60,0,0.224937,20.859423,1.000000,1204.121996,473.032105,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,27.112431,5.069100,7.987555,6.352750,1.550665,1.969887,0.572167,64,0,60,60,0,60,0,0.200302,18.795931,1.000000,1061.238248,442.020923,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,21.314504,1.768575,2.189629,0.951554,1.053224,0.690966,0.051415,64,0,60,60,0,60,0,0.210550,149.558976,1.000000,489.506480,835.005175,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,21.420382,1.872634,2.295507,0.930683,1.064562,0.691622,0.060300,64,0,60,60,0,60,0,0.240305,155.707362,1.000000,482.050847,680.883870,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,20.892163,1.499692,1.767288,0.588854,1.036437,0.616502,0.032529,64,0,60,60,0,60,0,0.219208,164.407149,1.000000,436.152617,871.036975,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,20.747945,1.492494,1.659224,0.533764,1.037752,0.616710,0.032257,64,0,60,60,0,60,0,0.298075,199.317946,1.000000,439.288252,872.524581,0.000000,0.000000,0.000000
