batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,52.102171,155.559727,31.642009,25.484625,15.597508,9.613146,7.844364,64,0,140,140,0,140,0,0.604047,33.858265,1.000000,3129.575198,100.259778,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,52.628921,158.760051,32.236483,26.079478,13.550780,9.142605,7.380298,64,0,140,140,0,140,0,0.546362,36.541261,1.000000,3115.937100,160.316317,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,30.057224,64.426032,11.066899,8.947050,12.394366,4.726302,3.629778,64,0,140,140,0,140,0,0.616051,33.343390,1.000000,1724.842509,159.799351,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,28.867357,52.362209,9.587898,6.453139,6.711560,3.205662,2.151326,64,0,140,140,0,140,0,0.598058,30.795818,1.000000,1632.459138,133.327930,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.104555,9.281894,2.329372,0.971811,1.366527,0.750272,0.125487,64,0,140,140,0,140,0,0.584594,267.402971,1.000000,971.678152,373.436825,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.104555,9.281894,2.329372,0.971811,1.374449,0.751071,0.130066,64,0,140,140,0,140,0,0.653447,286.166483,1.000000,963.036763,388.865269,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.134003,6.719285,1.507811,0.539523,1.119049,0.566110,0.030983,64,0,140,140,0,140,0,0.509996,284.553638,1.000000,826.310673,497.252030,0.000000,0.000000,0.000000
batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,22.134164,6.719285,1.507811,0.593184,1.162327,0.566999,0.045624,64,0,140,140,0,140,0,0.819973,379.710153,1.000000,813.696569,530.891282,0.000000,0.000000,0.000000
