batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
v2.0.0,0.000000,32.175067,82.480478,13.653843,10.093720,11.558362,6.068647,4.678551,64,0,100,100,0,100,0,0.438898,37.644496,1.000000,1800.041200,211.798342,0.000000,0.000000,0.000000
